#Estudio de curva NECR esperimental #Actividad en mCi
1.800
1.625
1.468
1.325
1.196
1.080
0.976
0.881
0.795
0.718
0.649
0.586
0.529
0.478
0.431
0.389
0.352
0.317
0.286
0.259
0.234
0.211
0.191
0.172
0.155
0.140
0.127
0.114
0.103
0.093
0.084
0.075
0.068
0.061
0.055
0.050
0.045
0.041
0.037
0.033
0.030
0.027
0.024
0.022
0.020
